time;Flex6;GyroY;angle;filteredAngle
13043;666;5.29;14.40;1.79
13078;666;2.08;14.40;2.80
13114;666;6.50;14.40;3.79
13150;669;104.48;17.10;4.66
13186;684;214.80;30.60;7.00
13221;718;250.13;61.20;13.73
13257;730;157.43;72.00;22.03
13293;733;111.22;74.70;30.24
13329;736;84.70;77.40;38.23
13365;737;43.30;78.30;45.78
13401;733;40.08;74.70;52.00
13436;737;15.24;78.30;58.22
13472;736;3.92;77.40;63.64
13508;735;4.32;76.50;68.25
13544;734;7.05;75.60;72.09
13580;734;4.29;75.60;75.38
13616;734;-3.61;75.60;78.20
13651;734;12.38;75.60;80.47
13687;734;11.66;75.60;82.31
13723;731;3.46;72.90;83.38
13759;733;18.40;74.70;84.35
13795;733;9.72;74.70;85.08
13830;734;8.97;75.60;85.69
13865;732;23.08;73.80;85.71
13901;734;4.85;75.60;85.93
13937;733;-18.95;74.70;85.97
13973;730;-135.76;72.00;86.08
14009;711;-250.14;54.90;84.03
14045;690;-250.14;36.00;79.16
14081;665;-250.14;13.50;71.16
14116;651;-163.53;0.90;61.42
14152;645;-84.27;-4.50;51.26
14188;644;17.16;-5.40;41.34
14224;642;13.18;-7.20;32.09
14260;644;7.47;-5.40;24.07
14296;645;16.21;-4.50;17.02
14331;646;0.35;-3.60;11.00
14367;647;4.31;-2.70;5.86
14403;648;11.08;-1.80;1.52
14439;649;9.34;-0.90;-2.03
14475;649;9.56;-0.90;-5.01
14511;650;10.72;0.00;-7.33
14546;650;9.82;0.00;-9.19
14582;650;4.24;0.00;-10.61
14618;651;5.72;0.90;-11.52
14653;644;11.30;-5.40;-13.15
14689;652;-0.40;1.80;-13.22
14725;652;2.02;1.80;-13.09
14760;651;4.41;0.90;-12.93
14796;653;7.21;2.70;-12.34
14832;654;6.77;3.60;-11.50
14868;654;2.40;3.60;-10.56
14904;655;5.85;4.50;-9.46
14940;655;4.80;4.50;-8.34
14976;653;2.76;2.70;-7.49
15011;656;9.97;5.40;-6.26
15046;656;7.47;5.40;-5.05
15082;658;9.80;7.20;-3.63
15118;664;198.88;12.60;-2.46
15154;702;250.13;46.80;3.66
15190;728;250.13;70.20;12.86
15225;738;203.87;79.20;22.84
15261;740;139.60;81.00;32.47
15297;743;82.19;83.70;41.85
15333;741;48.16;81.90;50.15
15369;741;6.24;81.90;57.76
15405;737;25.96;78.30;63.83
15440;740;11.24;81.00;69.62
15476;740;8.00;81.00;74.66
15512;740;5.94;81.00;79.00
15548;739;8.91;80.10;82.53
15584;740;12.44;81.00;85.58
15620;738;1.43;79.20;87.87
15655;739;6.28;80.10;89.80
15691;739;0.22;80.10;91.32
15727;738;-4.14;79.20;92.34
15762;737;-26.39;78.30;93.02
15798;735;-105.21;76.50;93.55
15834;726;-204.17;68.40;93.14
15869;709;-216.62;53.10;90.29
15905;691;-97.52;36.90;84.40
15941;684;-51.76;30.60;77.64
15977;681;-31.66;27.90;70.84
16013;675;-9.89;22.50;63.59
16049;679;-8.78;26.10;57.51
16084;680;-0.05;27.00;52.06
16120;680;5.12;27.00;47.12
16156;677;2.24;24.30;42.28
16192;681;-0.18;27.90;38.54
16228;680;6.67;27.00;35.07
16264;682;6.96;28.80;32.33
16300;682;1.47;28.80;30.00
16335;682;2.28;28.80;28.01
16371;682;-2.91;28.80;26.39
16406;683;4.21;29.70;25.16
16442;683;4.01;29.70;24.19
16478;683;-0.50;29.70;23.47
16514;684;2.25;30.60;23.09
16549;684;-1.70;30.60;22.89
16585;684;-5.44;30.60;22.85
16621;683;6.91;29.70;22.72
16657;684;5.45;30.60;22.85
16693;681;1.27;27.90;22.67
16729;684;1.89;30.60;23.01
16764;684;-1.24;30.60;23.42
16799;684;-5.18;30.60;23.89
16835;676;-8.50;23.40;23.27
16871;681;-47.63;27.90;23.68
16907;678;-54.63;25.20;23.74
16943;676;-22.24;23.40;23.41
16978;674;-0.12;21.60;22.75
17014;672;0.13;19.80;21.89
17050;674;4.10;21.60;21.41
17086;673;12.22;20.70;20.83
17122;673;11.63;20.70;20.33
17158;673;2.41;20.70;19.96
17193;674;12.01;21.60;19.74
17229;672;16.76;19.80;19.28
17265;674;7.65;21.60;19.21
17301;672;8.80;19.80;18.90
17337;675;23.89;22.50;18.99
17372;675;76.91;22.50;18.80
17408;674;8.88;21.60;18.87
17443;675;3.98;22.50;19.12
17479;674;-12.55;21.60;19.33
17515;668;-29.24;16.20;18.79
17551;673;-7.11;20.70;18.92
17587;673;-16.50;20.70;19.12
17623;673;6.44;20.70;19.20
17658;674;19.18;21.60;19.36
17694;669;16.77;17.10;18.81
17730;675;9.54;22.50;19.21
17766;675;-15.47;22.50;19.72
17802;672;-17.56;19.80;19.79
17838;674;-63.33;21.60;20.41
17873;673;-28.16;20.70;20.66
17909;671;-33.86;18.90;20.66
17945;672;-5.47;19.80;20.65
17981;672;-1.56;19.80;20.62
18017;672;3.34;19.80;20.56
18052;671;9.73;18.90;20.32
18087;669;9.02;17.10;19.82
18123;672;7.95;19.80;19.79
18159;672;-3.63;19.80;19.82
18195;671;-18.02;18.90;19.80
18231;672;-26.15;19.80;19.97
18267;666;-21.23;14.40;19.26
18302;670;-25.75;18.00;19.21
18338;671;8.74;18.90;19.13
18374;671;2.42;18.90;19.09
18410;669;8.21;17.10;18.74
18446;671;-11.38;18.90;18.81
18482;671;-20.77;18.90;18.94
18518;672;-34.27;19.80;19.28
18553;671;-60.74;18.90;19.61
18589;670;-36.00;18.00;19.66
18625;670;-31.65;18.00;19.69
18661;668;-13.31;16.20;19.34
18697;666;-6.40;14.40;18.70
18732;667;-5.76;15.30;18.24
18767;667;2.38;15.30;17.79
18803;666;-0.99;14.40;17.25
18839;662;1.47;10.80;16.18
18875;666;2.38;14.40;15.77
18911;666;4.76;14.40;15.40
18947;666;5.39;14.40;15.06
18982;666;4.63;14.40;14.78
19018;667;-1.71;15.30;14.70
19054;666;3.59;14.40;14.49
19090;667;3.69;15.30;14.44
19125;666;4.55;14.40;14.27
19161;660;5.18;9.00;13.28
time;Flex6;GyroY;angle;filteredAngle
3;736;158.82;77.40;68.41
38;739;121.08;80.10;77.55
74;741;82.62;81.90;82.21
110;742;54.24;82.80;83.64
146;742;19.06;82.80;83.09
182;742;39.61;82.80;82.20
218;743;46.72;83.70;82.17
253;743;18.71;83.70;81.67
288;741;8.89;81.90;79.99
324;741;20.21;81.90;78.82
360;742;14.76;82.80;78.27
396;742;7.11;82.80;77.65
432;742;15.47;82.80;77.36
467;741;4.59;81.90;76.71
503;733;5.51;74.70;74.23
538;741;5.63;81.90;74.17
574;740;0.36;81.00;73.82
610;740;-9.10;81.00;73.20
646;739;-81.27;80.10;69.71
681;733;-224.30;74.70;58.95
717;715;-246.22;58.50;42.64
753;696;-244.87;41.40;24.20
788;677;-160.68;24.30;8.52
824;669;-49.38;17.10;0.49
860;666;-33.76;14.40;-2.64
896;665;-7.32;13.50;-2.30
931;666;-7.62;14.40;-0.27
967;666;-7.62;14.40;2.17
1003;666;4.47;14.40;5.05
1038;666;-1.17;14.40;7.61
1074;666;-5.75;14.40;9.61
1110;667;-0.02;15.30;11.59
1145;666;0.21;14.40;13.11
1181;663;-0.65;11.70;13.78
1217;667;0.76;15.30;15.06
1253;668;-1.75;16.20;16.19
1289;668;6.23;16.20;17.37
1324;667;-2.60;15.30;17.89
1359;667;2.92;15.30;18.37
1395;668;1.65;16.20;18.90
1431;668;0.27;16.20;19.22
1467;666;-4.79;14.40;18.83
1503;667;3.36;15.30;18.84
1539;667;0.74;15.30;18.81
1573;667;-0.11;15.30;18.70
1609;667;-0.26;15.30;18.53
1645;665;1.00;13.50;18.03
1681;666;7.32;14.40;18.02
1717;665;-1.17;13.50;17.57
1753;665;5.54;13.50;17.32
1788;666;-2.51;14.40;17.01
1824;666;-7.18;14.40;16.42
1859;665;8.53;13.50;16.21
1895;666;2.05;14.40;16.19
1931;666;2.88;14.40;16.16
1967;658;2.15;7.20;14.63
2002;666;2.58;14.40;14.75
2038;660;1.35;9.00;13.72
2074;666;3.23;14.40;13.97
2109;666;3.97;14.40;14.26
2145;666;3.31;14.40;14.50
2181;666;6.47;14.40;14.82
2216;667;31.31;15.30;16.32
2252;684;170.20;30.60;26.78
2288;708;250.13;52.20;45.95
2324;728;245.48;70.20;67.96
2360;737;156.95;78.30;84.98
2396;735;104.51;76.50;94.73
2432;740;39.97;81.00;98.82
2467;734;45.62;75.60;98.78
2503;741;26.86;81.90;98.01
2539;740;16.86;81.00;95.78
2575;740;24.96;81.00;93.53
2610;740;8.61;81.00;90.80
2646;740;21.01;81.00;88.61
2681;739;13.27;80.10;86.35
2717;739;0.53;80.10;83.84
2753;736;12.05;77.40;81.40
2789;738;1.85;79.20;79.44
2825;738;3.10;79.20;77.79
2861;737;7.18;78.30;76.43
2896;738;3.15;79.20;75.47
2931;735;1.08;76.50;74.09
2967;737;5.64;78.30;73.50
3003;732;7.84;73.80;72.35
3039;737;8.56;78.30;72.47
3075;736;10.50;77.40;72.61
3110;737;5.68;78.30;72.84
3146;735;9.93;76.50;72.85
3182;736;7.00;77.40;73.02
3217;730;9.31;72.00;72.18
3253;731;7.65;72.90;71.63
3289;732;8.42;73.80;71.40
3324;737;-1.53;78.30;71.79
3360;736;14.31;77.40;72.47
3396;737;17.56;78.30;73.62
3432;738;-1.00;79.20;74.22
3468;736;12.77;77.40;74.67
3503;737;-0.85;78.30;74.82
3538;736;-51.79;77.40;72.54
3574;731;-250.14;72.90;60.72
3610;704;-250.14;48.60;41.91
3646;666;-250.14;14.40;17.82
3682;650;-116.15;0.00;-0.05
3718;644;-46.97;-5.40;-10.32
3753;644;-19.98;-5.40;-14.80
3789;644;0.11;-5.40;-15.62
3825;646;-0.24;-3.60;-14.50
3861;646;26.79;-3.60;-11.75
3897;648;-5.82;-1.80;-9.56
3933;648;-3.91;-1.80;-7.91
3968;649;-4.50;-0.90;-6.44
4003;647;3.65;-2.70;-5.30
4039;650;-8.04;0.00;-4.15
4075;648;5.31;-1.80;-3.18
4111;648;5.43;-1.80;-2.20
4147;650;0.11;0.00;-1.18
4183;649;3.47;-0.90;-0.47
4217;651;3.00;0.90;0.47
4253;652;1.43;1.80;1.35
4289;645;5.95;-4.50;0.93
4325;652;2.71;1.80;1.72
4361;648;2.79;-1.80;1.60
4397;652;0.74;1.80;2.09
4432;647;1.47;-2.70;1.55
4468;653;3.71;2.70;2.22
4503;653;5.30;2.70;2.89
4539;653;2.02;2.70;3.35
4575;651;10.67;0.90;3.64
4611;655;50.54;4.50;6.32
4646;682;250.13;28.80;22.36
4682;717;250.13;60.30;46.25
4718;734;171.99;75.60;67.67
4754;738;88.04;79.20;81.59
4790;740;93.96;81.00;91.17
4826;741;68.87;81.90;96.92
4861;739;45.79;80.10;98.99
4897;740;12.70;81.00;98.26
4932;740;39.67;81.00;97.38
4968;739;24.27;80.10;95.65
5004;738;36.12;79.20;94.04
5040;740;20.96;81.00;92.41
5075;736;12.67;77.40;89.62
5111;737;11.20;78.30;87.06
5147;736;8.76;77.40;84.45
5183;739;3.70;80.10;82.52
5219;738;2.60;79.20;80.57
5255;738;2.25;79.20;78.91
5289;738;-3.10;79.20;77.33
5325;738;-6.69;79.20;75.84
5361;737;-13.50;78.30;74.12
5397;736;4.45;77.40;73.16
5433;736;2.64;77.40;72.66
5469;735;-3.79;76.50;71.98
5505;736;-27.75;77.40;70.64
5540;732;-216.51;73.80;60.79
5576;710;-250.14;54.00;43.61
5612;677;-250.14;24.30;21.34
5648;653;-200.95;2.70;-0.08
5684;645;-105.45;-4.50;-14.30
5720;640;-34.71;-9.00;-21.35
5754;639;-14.10;-9.90;-23.61
5790;640;-6.56;-9.00;-23.07
5826;640;11.08;-9.00;-20.79
5862;635;-1.37;-13.50;-19.43
5898;641;4.49;-8.10;-16.82
5934;641;-5.26;-8.10;-14.82
5969;642;-1.15;-7.20;-12.92
6005;642;6.95;-7.20;-10.97
6041;634;-2.10;-14.40;-11.03
6076;643;0.69;-6.30;-9.51
6112;643;6.18;-6.30;-8.00
6148;643;1.96;-6.30;-6.83
6183;644;9.34;-5.40;-5.45
6219;644;3.34;-5.40;-4.46
6255;644;1.60;-5.40;-3.83
6291;644;0.16;-5.40;-3.47
6326;644;2.71;-5.40;-3.18
6362;644;8.24;-5.40;-2.73
6397;645;2.20;-4.50;-2.36
6433;642;1.82;-7.20;-2.72
6469;645;6.00;-4.50;-2.40
6505;643;1.82;-6.30;-2.64
6541;645;4.82;-4.50;-2.46
6576;643;0.45;-6.30;-2.84
6611;645;1.25;-4.50;-2.88
6647;642;8.53;-7.20;-3.20
6683;646;4.94;-3.60;-2.78
6719;645;1.79;-4.50;-2.77
6755;646;8.94;-3.60;-2.38
6791;643;87.60;-6.30;0.65
6827;689;250.13;35.10;19.65
6862;728;250.13;70.20;46.43
6898;738;176.73;79.20;69.02
6934;741;75.10;81.90;83.00
6969;740;38.27;81.00;90.00
7005;732;49.02;73.80;92.43
7041;740;24.84;81.00;93.82
7076;740;18.61;81.00;93.66
7112;739;34.62;80.10;93.27
7148;738;20.62;79.20;92.11
7184;739;24.49;80.10;91.08
7220;738;15.13;79.20;89.51
7256;738;11.86;79.20;87.77
7291;738;21.77;79.20;86.51
7327;738;2.47;79.20;84.76
7362;738;5.02;79.20;83.06
7398;738;1.20;79.20;81.40
7434;737;4.22;78.30;79.88
7470;737;7.11;78.30;78.77
7505;735;16.66;76.50;77.96
7541;736;13.91;77.40;77.60
7577;735;11.88;76.50;77.10
7613;737;3.34;78.30;76.71
7649;737;6.16;78.30;76.35
7684;738;11.40;79.20;76.47
7719;738;7.32;79.20;76.54
7755;738;-0.70;79.20;76.28
7791;737;4.05;78.30;75.94
7827;736;-25.24;77.40;74.34
7863;729;-233.37;71.10;62.82
7899;708;-250.14;52.20;44.68
7934;671;-250.14;18.90;21.01
7970;644;-169.20;-5.40;-0.80
8006;633;-41.72;-15.30;-14.04
8042;631;-4.21;-17.10;-20.29
8078;631;-6.18;-17.10;-22.98
8113;631;6.27;-17.10;-23.46
8148;631;-4.24;-17.10;-23.40
8184;634;0.50;-14.40;-22.37
8220;628;12.08;-19.80;-21.88
8256;635;-0.92;-13.50;-20.41
8292;636;-2.05;-12.60;-19.10
8328;636;-2.06;-12.60;-18.04
8364;635;5.72;-13.50;-17.03
8398;638;1.70;-10.80;-15.66
8434;637;7.21;-11.70;-14.47
8470;639;23.69;-9.90;-12.35
8506;637;3.43;-11.70;-11.43
8542;640;2.57;-9.00;-10.43
8578;640;7.63;-9.00;-9.54
8613;638;3.76;-10.80;-9.31
8649;640;8.50;-9.00;-8.66
8684;640;3.17;-9.00;-8.29
8720;640;3.73;-9.00;-8.07
8756;637;6.35;-11.70;-8.38
8792;641;1.05;-8.10;-8.12
8827;637;0.67;-11.70;-8.74
8863;642;6.92;-7.20;-8.17
8899;642;3.60;-7.20;-7.72
8934;642;4.09;-7.20;-7.34
8970;643;4.39;-6.30;-6.84
9006;642;0.80;-7.20;-6.76
9041;643;4.60;-6.30;-6.43
9077;643;2.24;-6.30;-6.22
9113;643;5.93;-6.30;-5.94
9149;644;0.81;-5.40;-5.67
9185;642;-0.47;-7.20;-5.96
9220;641;22.56;-8.10;-5.52
9255;684;250.13;30.60;12.33
9291;735;250.13;76.50;41.20
9327;748;250.13;88.20;69.55
9363;749;176.82;89.10;90.70
9399;748;65.89;88.20;101.74
9435;748;33.12;88.20;106.14
9470;748;34.08;88.20;107.35
9506;745;-12.34;85.50;104.63
9542;746;17.27;86.40;102.14
9578;745;13.99;85.50;99.56
9614;743;11.34;83.70;96.75
9650;744;13.69;84.60;94.51
9686;744;14.50;84.60;92.63
9720;744;14.05;84.60;91.04
9756;743;8.55;83.70;89.30
9792;743;5.77;83.70;87.61
9828;743;11.21;83.70;86.34
9864;743;-0.47;83.70;84.88
9900;743;9.22;83.70;83.90
9935;736;7.69;77.40;81.88
9971;743;-0.76;83.70;81.15
10006;743;5.08;83.70;80.70
10042;737;4.39;78.30;79.31
10078;743;19.95;83.70;79.92
10114;743;12.33;83.70;80.49
10149;743;0.59;83.70;80.52
10185;740;4.44;81.00;79.95
10221;742;-0.22;82.80;79.65
10257;742;-67.82;82.80;76.62
10293;735;-250.14;76.50;64.21
10329;710;-250.14;54.00;45.50
10364;662;-250.14;10.80;19.76
10400;644;-191.07;-5.40;-2.87
10436;631;-53.02;-17.10;-17.01
10472;639;-8.29;-9.90;-21.77
10508;639;-17.14;-9.90;-23.22
10544;639;-10.36;-9.90;-22.88
10579;640;-16.48;-9.00;-21.85
10615;640;-8.43;-9.00;-20.35
10651;640;-1.21;-9.00;-18.45
10687;641;-8.40;-8.10;-16.66
10723;637;-0.01;-11.70;-15.54
10758;641;2.90;-8.10;-13.60
10793;641;-3.14;-8.10;-12.09
10829;642;5.98;-7.20;-10.34
10865;642;23.84;-7.20;-8.04
10901;642;10.14;-7.20;-6.32
10937;643;8.92;-6.30;-4.91
10973;642;0.57;-7.20;-4.40
11009;643;2.83;-6.30;-3.97
11044;641;4.56;-8.10;-4.02
11080;643;3.46;-6.30;-3.79
11116;644;6.76;-5.40;-3.34
11152;645;2.79;-4.50;-2.92
11187;644;4.94;-5.40;-2.76
11223;640;6.40;-9.00;-3.33
11258;652;179.10;1.80;5.34
11294;699;250.13;44.10;27.29
11330;739;250.13;80.10;55.65
11366;742;250.13;82.80;80.72
11402;745;120.51;85.50;96.67
11438;747;18.29;87.30;103.00
11473;741;31.45;81.90;103.94
11509;744;27.47;84.60;103.43
11545;744;3.43;84.60;101.08
11581;742;31.00;82.80;98.88
11617;743;10.96;83.70;96.46
11653;741;12.98;81.90;93.75
11688;742;14.72;82.80;91.57
11724;742;3.97;82.80;89.28
11760;741;18.23;81.90;87.54
11796;742;4.37;82.80;85.90
11832;740;6.92;81.00;84.11
11868;740;-0.45;81.00;82.31
11904;741;-26.26;81.90;79.84
11939;734;-24.14;75.60;76.11
11975;739;5.49;80.10;75.00
12010;739;6.17;80.10;74.73
12046;739;28.06;80.10;75.75
12082;738;17.11;79.20;76.57
12118;738;-28.85;79.20;75.44
12153;737;-235.55;78.30;65.15
12189;725;-250.14;67.50;49.68
12225;677;-250.14;24.30;26.29
12261;643;-250.14;-6.30;0.10
12297;631;-117.73;-17.10;-18.33
12333;631;-37.87;-17.10;-27.28
12368;632;-19.62;-16.20;-30.46
12404;631;7.44;-17.10;-30.10
12440;632;-0.10;-16.20;-28.35
12476;633;3.74;-15.30;-25.93
12512;634;9.21;-14.40;-23.13
12548;635;5.23;-13.50;-20.50
12583;636;7.15;-12.60;-18.01
12619;637;44.73;-11.70;-14.21
12655;651;250.13;0.90;0.51
12691;707;250.13;51.30;27.15
12727;737;250.13;78.30;56.53
12763;741;210.37;81.90;80.44
12798;744;130.72;84.60;96.42
12834;743;10.87;83.70;102.04
12870;740;11.64;81.00;102.30
12906;740;-19.66;81.00;99.31
12942;733;-215.25;74.70;86.06
12978;717;-250.14;60.30;66.32
13014;670;-250.14;18.00;38.94
13049;644;-215.36;-5.40;12.00
13085;637;-100.63;-11.70;-6.30
13121;635;-27.14;-13.50;-15.90
13157;635;-5.69;-13.50;-19.91
13193;636;10.58;-12.60;-20.39
13229;631;18.04;-17.10;-20.10
13264;638;99.65;-10.80;-14.54
13300;683;250.13;29.70;6.32
13336;729;250.13;71.10;35.90
13372;743;250.13;83.70;64.57
13408;739;126.15;80.10;82.81
13444;745;78.87;85.50;94.23
13479;743;6.69;83.70;97.84
13515;741;-78.69;81.90;94.18
13551;735;-250.14;76.50;80.10
13587;698;-250.14;43.20;57.13
13623;656;-250.14;5.40;28.52
13659;641;-163.39;-8.10;4.97
13694;639;-42.98;-9.90;-8.18
13730;635;-17.05;-13.50;-15.20
13766;640;6.60;-9.00;-16.83
13801;640;1.34;-9.00;-16.72
13837;636;-18.46;-12.60;-17.45
13873;642;11.56;-7.20;-15.77
13908;641;32.79;-8.10;-13.06
13944;643;-2.68;-6.30;-11.20
13980;642;7.37;-7.20;-9.83
14016;643;0.32;-6.30;-8.80
14052;644;3.85;-5.40;-7.76
14088;644;5.55;-5.40;-6.82
14124;645;1.02;-4.50;-6.03
14159;644;6.88;-5.40;-5.40
14195;644;6.08;-5.40;-4.85
14231;646;3.15;-3.60;-4.16
14266;645;5.68;-4.50;-3.73
14302;644;1.00;-5.40;-3.74
14338;646;3.78;-3.60;-3.39
14373;646;10.29;-3.60;-2.83
14409;646;1.09;-3.60;-2.62
14445;646;6.13;-3.60;-2.39
14481;646;15.88;-3.60;-1.79
14517;647;9.44;-2.70;-1.19
14553;647;2.43;-2.70;-1.05
14588;646;2.59;-3.60;-1.30
14624;646;10.98;-3.60;-1.26
14660;645;1.32;-4.50;-1.71
14696;645;-0.40;-4.50;-2.30
14731;645;4.29;-4.50;-2.72
14767;645;2.43;-4.50;-3.10
14802;646;6.93;-3.60;-3.07
14838;646;12.85;-3.60;-2.72
14874;643;-1.66;-6.30;-3.43
14910;646;1.58;-3.60;-3.59
14946;646;8.53;-3.60;-3.46
14982;646;6.96;-3.60;-3.29
15017;663;250.13;11.70;9.81
15053;711;250.13;54.90;34.15
15089;738;250.13;79.20;61.29
15125;744;250.13;84.60;85.42
15161;744;105.73;84.60;99.25
15197;744;21.76;84.60;103.82
15233;742;33.41;82.80;104.17
15268;741;-12.89;81.90;100.83
15304;737;-250.14;78.30;86.04
15340;718;-250.14;61.20;65.08
15376;669;-250.14;17.10;36.67
15412;643;-250.14;-6.30;7.66
15448;636;-84.93;-12.60;-10.85
15483;636;-3.17;-12.60;-19.12
15519;637;-12.12;-11.70;-22.53
15555;638;10.56;-10.80;-22.59
15591;638;-7.69;-10.80;-22.07
15627;633;9.47;-15.30;-21.56
15663;638;12.15;-10.80;-19.62
15697;639;-2.45;-9.90;-18.09
15733;639;10.63;-9.90;-16.41
15769;640;3.08;-9.00;-14.92
15805;640;9.11;-9.00;-13.48
15841;640;16.58;-9.00;-11.89
15877;640;4.57;-9.00;-10.88
15912;640;5.77;-9.00;-10.16
15948;639;13.24;-9.90;-9.52
15984;640;12.37;-9.00;-8.74
16020;639;-1.60;-9.90;-8.84
16056;639;3.32;-9.90;-9.00
16092;640;11.27;-9.00;-8.67
16128;639;16.59;-9.90;-8.23
16163;640;8.67;-9.00;-7.86
16199;636;-0.51;-12.60;-8.76
16234;640;3.87;-9.00;-8.87
16270;638;11.07;-10.80;-9.03
16306;641;2.23;-8.10;-8.86
16342;636;9.47;-12.60;-9.44
16377;640;26.84;-9.00;-8.43
16413;640;33.60;-9.00;-6.95
16449;638;60.53;-10.80;-4.76
16485;642;104.15;-7.20;0.09
16521;641;-35.85;-8.10;-0.77
16557;642;-32.38;-7.20;-3.54
16592;638;16.27;-10.80;-5.59
16628;640;31.08;-9.00;-5.81
16664;645;124.77;-4.50;-0.77
16700;671;154.20;18.90;11.37
16736;687;70.46;33.30;22.41
16772;679;-22.03;26.10;25.25
16807;678;-43.66;25.20;24.08
16843;668;-16.66;16.20;20.82
16879;671;-11.21;18.90;18.71
16915;669;-9.18;17.10;16.77
16951;668;7.74;16.20;15.79
16987;668;1.98;16.20;15.16
17022;668;12.82;16.20;15.17
17057;665;26.77;13.50;15.46
17093;671;17.76;18.90;16.80
17129;672;27.87;19.80;18.51
17165;676;68.31;23.40;22.48
17201;693;177.54;38.70;34.13
17236;709;183.92;53.10;49.38
17272;723;154.44;65.70;64.39
17308;731;198.32;72.90;79.65
17344;737;115.31;78.30;90.34
17380;736;-13.24;77.40;91.98
17416;727;-212.03;69.30;80.10
17452;699;-250.14;44.10;58.13
17487;662;-250.14;10.80;30.12
17523;643;-208.79;-6.30;4.04
17559;639;-74.06;-9.90;-12.08
17595;638;-2.32;-10.80;-19.27
17631;638;-7.27;-10.80;-22.17
17667;639;23.18;-9.90;-21.61
17702;639;2.78;-9.90;-20.56
17738;638;-4.98;-10.80;-19.90
17774;639;18.12;-9.90;-18.21
17810;640;5.53;-9.00;-16.64
17846;639;4.31;-9.90;-15.57
17882;641;12.52;-8.10;-14.00
17917;641;3.77;-8.10;-12.87
17953;641;7.63;-8.10;-11.87
17989;640;21.57;-9.00;-10.63
18025;641;0.89;-8.10;-9.98
18060;642;2.74;-7.20;-9.46
18096;641;10.98;-8.10;-8.97
18131;642;5.10;-7.20;-8.50
18167;641;2.74;-8.10;-8.45
18203;635;11.85;-13.50;-9.23
18239;642;4.28;-7.20;-8.80
18275;642;1.81;-7.20;-8.61
18311;642;9.15;-7.20;-8.22
18347;642;2.46;-7.20;-8.05
18382;640;10.63;-9.00;-8.04
18418;642;3.61;-7.20;-7.83
18454;643;-0.59;-6.30;-7.73
18490;642;7.98;-7.20;-7.58
18526;643;4.95;-6.30;-7.29
18561;644;8.03;-5.40;-6.74
18596;644;13.16;-5.40;-6.01
18632;644;-1.36;-5.40;-5.87
18668;642;3.92;-7.20;-6.15
18704;645;5.96;-4.50;-5.76
18740;644;4.84;-5.40;-5.62
18776;643;1.76;-6.30;-5.81
18811;644;2.48;-5.40;-5.83
18847;644;32.50;-5.40;-4.64
18883;680;250.13;27.00;12.32
18919;728;250.13;70.20;39.72
18955;741;250.13;81.90;66.76
18991;744;166.36;84.60;86.72
19026;744;121.32;84.60;99.45
19062;741;39.69;81.90;103.90
19098;743;-21.50;83.70;102.52
19134;738;-81.21;79.20;95.38
19170;733;-250.14;74.70;79.33
19206;699;-250.14;44.10;55.67
19241;663;-250.14;11.70;27.82
19277;643;-176.15;-6.30;3.66
19313;638;-48.02;-10.80;-10.41
19349;636;-8.41;-12.60;-17.18
19385;636;-15.40;-12.60;-20.42
19421;639;9.74;-9.90;-20.30
19456;638;7.85;-10.80;-19.31
19491;641;142.14;-8.10;-11.99
19527;691;250.13;36.90;10.42
19563;729;250.13;71.10;39.39
19599;740;250.13;81.00;66.73
19635;736;126.80;77.40;83.76
19671;742;39.99;82.80;92.53
19706;732;50.34;73.80;95.05
19742;740;31.37;81.00;96.23
19778;739;-12.49;80.10;94.04
19814;733;-168.56;74.70;83.33
19850;720;-250.14;63.00;65.16
19886;679;-250.14;26.10;39.63
19921;652;-221.76;1.80;13.57
19957;642;-78.53;-7.20;-3.61
19993;640;-18.36;-9.00;-12.38
20029;640;-9.83;-9.00;-16.30
20065;641;5.78;-8.10;-17.04
20101;641;7.67;-8.10;-16.38
20136;643;83.92;-6.30;-11.76
20172;681;250.13;27.90;7.51
20208;721;250.13;63.90;34.88
20244;735;229.09;76.50;60.93
20280;738;132.17;79.20;79.04
20316;739;90.60;80.10;90.12
20352;738;5.49;79.20;93.38
20387;736;21.72;77.40;93.43
20423;733;8.39;74.70;91.21
20459;733;-150.94;74.70;82.05
20495;718;-250.14;61.20;64.30
20531;675;-250.14;22.50;38.47
20567;647;-250.14;-2.70;10.68
20602;635;-71.05;-13.50;-7.47
20638;634;2.72;-14.40;-15.88
20674;631;-6.47;-17.10;-20.33
20710;632;1.94;-16.20;-21.97
20746;635;0.66;-13.50;-21.87
20781;635;10.99;-13.50;-20.88
20816;636;4.85;-12.60;-19.65
20852;637;-1.11;-11.70;-18.58
20888;637;4.64;-11.70;-17.48
20924;637;5.77;-11.70;-16.42
20960;638;-0.73;-10.80;-15.53
20996;638;6.57;-10.80;-14.57
21031;639;0.44;-9.90;-13.72
21067;639;4.97;-9.90;-12.89
21103;639;1.08;-9.90;-12.29
21139;639;3.69;-9.90;-11.73
21175;639;5.50;-9.90;-11.17
21210;640;5.11;-9.00;-10.49
21245;640;5.47;-9.00;-9.89
21281;640;6.02;-9.00;-9.37
21317;636;8.21;-12.60;-9.59
21353;642;109.99;-7.20;-4.56
21389;680;250.13;27.00;14.19
21425;716;250.13;59.40;39.90
21460;726;149.61;68.40;60.35
21496;732;165.76;73.80;77.29
21532;736;98.44;77.40;88.43
