time;Flex6;GyroY;angle;filteredAngle;Offset;P
17.55599999999997;694.0209316329302;103.25394757845586;39.62;44.13;0.06;1.24
17.58899999999997;715.989182699736;102.51146365627969;59.39;48.59;0.01;1.24
17.62199999999997;700.9870735140533;99.53711433374647;45.89;51.22;0.04;1.24
17.654999999999973;714.1253838416573;98.64178031854938;57.71;54.76;0.02;1.24
17.687999999999974;714.5162685951514;95.39560697071596;58.06;57.94;0.02;1.24
17.720999999999975;722.2473580722034;91.83001828374037;65.02;61.44;0.00;1.24
17.753999999999976;715.3465137013588;88.37816262266077;58.81;63.88;0.03;1.24
17.786999999999978;727.0689544670757;83.18960569713629;69.36;67.03;0.01;1.24
17.81999999999998;730.4400616345858;77.35324685443234;72.40;70.05;-0.01;1.24
17.85299999999998;722.7126183344992;73.20510466581274;65.44;71.95;0.02;1.24
17.88599999999998;734.365228407691;65.98226503261138;75.93;74.54;0.01;1.24
17.918999999999983;736.1583526630075;59.26279704998268;77.54;76.87;0.00;1.24
17.951999999999984;730.42416725726;52.45846013029205;72.38;78.27;0.02;1.24
17.984999999999985;750.8582327163347;44.46414266778244;90.77;81.20;-0.04;1.24
18.017999999999986;729.8079679854453;37.61599549448107;71.83;81.74;0.00;1.24
18.050999999999988;744.5251256773233;29.88274447174715;85.07;83.34;-0.02;1.24
18.08399999999999;741.9112240857442;21.804347465032123;82.72;84.33;-0.02;1.24
18.11699999999999;742.2264954253045;13.904799830662538;83.00;85.03;-0.02;1.24
18.14999999999999;746.0566070709892;5.131236841697865;86.45;85.78;-0.04;1.24
18.182999999999993;747.9143487482401;-3.0817861750940163;88.12;86.41;-0.06;1.24
18.215999999999994;750.2286976645246;-11.345060961267654;90.21;86.97;-0.09;1.24
18.248999999999995;738.1180665155365;-19.43139223246202;79.31;86.14;-0.06;1.24
18.281999999999996;731.0631930648431;-28.10718786806232;72.96;84.47;-0.02;1.24
18.314999999999998;732.0457864694288;-35.45861328789559;73.84;82.80;0.01;1.24
18.348;733.9325375938772;-43.22347529364465;75.54;81.20;0.03;1.24
18.381;733.1805548425384;-50.13908330867956;74.86;79.47;0.04;1.24
18.414;731.752398698141;-55.729843614346926;73.58;77.59;0.05;1.24
18.447000000000003;727.1902416207042;-62.82598287403688;69.47;75.25;0.07;1.24
18.480000000000004;728.7535383450893;-69.38780601097075;70.88;73.08;0.07;1.24
18.513000000000005;728.5605405375338;-74.77881245114777;70.70;70.94;0.06;1.24
18.546000000000006;715.8850686558876;-79.18030476493766;59.30;67.70;0.09;1.24
18.579000000000008;715.7150532305105;-84.73389478711681;59.14;64.57;0.11;1.24
18.61200000000001;705.8644920935901;-87.39673252150915;50.28;60.70;0.15;1.24
18.64500000000001;704.1325829539978;-90.7243892594664;48.72;56.91;0.19;1.24
18.67800000000001;707.3200824835839;-94.30067516463629;51.59;53.65;0.19;1.24
18.711000000000013;713.549753918979;-94.48127167979042;57.19;51.24;0.16;1.24
18.744000000000014;698.0832197652414;-97.02412766689076;43.27;47.60;0.17;1.24
18.777000000000015;700.1803053916927;-96.743730483684;45.16;44.47;0.16;1.24
18.810000000000016;698.1905304558322;-95.69837430982649;43.37;41.47;0.15;1.24
18.843000000000018;688.6883524721989;-95.91496972573403;34.82;37.89;0.17;1.24
18.87600000000002;685.7754886532701;-93.97537840182797;32.20;34.41;0.18;1.24
18.90900000000002;680.4367049165918;-92.45180765322662;27.39;30.79;0.19;1.24
18.94200000000002;683.8020197311812;-88.66576282079207;30.42;27.91;0.18;1.24
18.975000000000023;671.9100967663026;-86.33402935298155;19.72;24.28;0.20;1.24
19.008000000000024;668.1022670132652;-80.86353709613496;16.29;20.75;0.23;1.24
19.041000000000025;665.0864905389146;-77.59155062355195;13.58;17.37;0.25;1.24
19.074000000000026;676.7596124525435;-71.9658132102784;24.08;15.51;0.22;1.24
19.107000000000028;668.1984672444441;-65.3020060359123;16.38;13.25;0.21;1.24
19.14000000000003;665.9798281015811;-59.24000602451979;14.38;11.17;0.20;1.24
19.17300000000003;658.8059478284673;-52.825537451935865;7.93;8.82;0.21;1.24
19.20600000000003;662.0783670139541;-46.212865881826154;10.87;7.17;0.20;1.24
19.239000000000033;661.6337979534206;-37.50732370793022;10.47;5.88;0.18;1.24
19.272000000000034;664.8471169026078;-30.845095348340855;13.36;5.21;0.15;1.24
19.305000000000035;656.3285144629625;-21.849180239137997;5.70;4.09;0.16;1.24
19.338000000000036;654.8202256657464;-14.345267125954596;4.34;3.15;0.16;1.24
19.371000000000038;652.3439508964095;-6.038879011679135;2.11;2.30;0.17;1.24
19.40400000000004;649.2009122366748;1.3371159390957061;-0.72;1.45;0.19;1.24
19.43700000000004;652.958730229649;9.760108985121542;2.66;1.25;0.20;1.24
19.47000000000004;645.82718047041;18.625762767654454;-3.76;0.65;0.23;1.24
19.503000000000043;662.5924881437153;26.19215121784466;11.33;1.86;0.20;1.24
19.536000000000044;656.1705643618996;34.22002130438342;5.55;2.61;0.20;1.24
19.569000000000045;652.5498309422628;42.587520724703715;2.29;3.20;0.21;1.24
19.602000000000046;661.4773354862207;49.586995996893464;10.33;4.76;0.20;1.24
19.635000000000048;659.1841169814473;56.580247364925526;8.27;6.17;0.20;1.24
19.66800000000005;658.5879076439061;63.609117197480614;7.73;7.60;0.21;1.24
19.70100000000005;670.3911733207623;69.50750314555411;18.35;10.16;0.18;1.24
19.73400000000005;670.3786730579483;75.88270674446547;18.34;12.69;0.16;1.24
19.767000000000053;677.0036445272206;81.04826371436282;24.30;15.76;0.13;1.24
19.800000000000054;670.2979251839298;86.56083124361649;18.27;18.10;0.14;1.24
19.833000000000055;676.4066501683826;90.49774888770297;23.77;20.90;0.13;1.24
19.866000000000057;688.240138694904;94.25205036776737;34.42;24.66;0.09;1.24
19.899000000000058;694.4279755079104;97.35787332841217;39.99;28.76;0.04;1.24
19.93200000000006;680.8369103785819;99.59665184360098;27.75;31.33;0.07;1.24
19.96500000000006;704.6320616255201;101.41038817529673;49.17;35.90;0.01;1.24
19.99800000000006;696.6357661269701;102.43187541972668;41.97;39.38;0.00;1.24
20.031000000000063;688.5822841608531;103.54726564793367;34.72;41.82;0.04;1.24
20.064000000000064;696.6717537260326;102.43749291780463;42.00;44.73;0.05;1.24
20.097000000000065;706.8558970608889;2.2505930868321613;51.17;46.60;0.00;1.24
20.130000000000067;710.4853552257003;3.3316496221376717;54.44;48.42;-0.05;1.24
20.163000000000068;707.6008232298326;2.966448747878351;51.84;49.64;-0.09;1.24
20.19600000000007;706.9156433298638;2.8210318077880867;51.22;50.54;-0.10;1.24
20.22900000000007;698.9620184656952;3.0962008868633473;44.07;50.51;-0.08;1.24
20.26200000000007;694.6503433334518;3.3877421761941635;40.19;49.97;-0.04;1.24
