time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
45328,-1.93,-0.18,-0.25,-0.00,0.03,1.05
45362,-1.80,-0.05,-0.35,-0.00,0.03,1.06
45395,-1.95,-0.15,-0.45,-0.00,0.03,1.04
45428,-2.00,-0.05,-0.58,-0.00,0.03,1.05
45462,-1.76,-0.08,-0.44,-0.00,0.03,1.06
45496,-1.76,-0.17,-0.38,-0.00,0.03,1.04
45529,-2.02,-0.14,-0.44,-0.00,0.03,1.05
45562,-1.77,-0.17,-0.56,0.00,0.03,1.04
45596,-1.87,-0.15,-0.47,-0.00,0.03,1.05
45629,-1.94,-0.05,-0.58,-0.00,0.04,1.05
45663,-1.82,-0.22,-0.44,-0.00,0.03,1.05
45697,-2.05,-0.16,-0.49,-0.01,0.03,1.05
45730,-1.89,-0.19,-0.35,-0.01,0.03,1.05
45763,-1.78,-0.13,-0.48,0.00,0.03,1.04
45797,-1.91,-0.15,-0.27,0.00,0.04,1.04
45831,-1.88,-0.21,-0.27,0.00,0.03,1.06
45863,-1.79,-0.15,-0.41,-0.00,0.03,1.05
45897,-1.92,-0.08,-0.27,-0.00,0.02,1.04
45931,-1.94,-0.14,-0.22,-0.00,0.03,1.05
45964,-2.06,-0.16,-0.38,0.00,0.04,1.04
45998,-1.91,-0.28,-0.56,-0.00,0.02,1.04
46031,-1.72,-0.06,-0.47,-0.01,0.03,1.05
46065,-1.78,-0.07,-0.26,-0.00,0.03,1.05
46098,-1.82,-0.18,-0.45,-0.00,0.02,1.05
46132,-1.84,-0.11,-0.50,-0.00,0.03,1.04
46166,-1.93,-0.15,-0.37,-0.01,0.03,1.05
46198,-2.08,-0.25,-0.53,0.00,0.04,1.05
46232,-1.80,0.02,-0.44,0.00,0.03,1.05
46266,-1.95,-0.16,-0.41,-0.00,0.03,1.05
46299,-2.11,-0.18,-0.43,-0.00,0.04,1.05
46332,-1.98,-0.05,-0.47,0.00,0.04,1.04
46366,-1.94,-0.11,-0.58,-0.00,0.04,1.04
46400,-1.81,-0.06,-0.57,-0.00,0.03,1.05
46433,-1.90,-0.28,-0.43,-0.00,0.03,1.05
46467,-1.92,-0.07,-0.36,0.00,0.03,1.05
46500,-1.92,-0.27,-0.33,-0.01,0.03,1.05
46533,-1.80,-0.19,-0.35,-0.00,0.03,1.05
46567,-1.89,-0.20,-0.32,0.00,0.03,1.05
46601,-1.90,-0.12,-0.37,-0.00,0.03,1.04
46633,-1.93,-0.05,-0.57,0.00,0.03,1.04
46667,-1.78,-0.20,-0.25,-0.01,0.03,1.05
46701,-1.76,-0.19,-0.42,-0.00,0.03,1.04
46734,-1.79,-0.11,-0.60,0.01,0.03,1.05
46768,-1.74,-0.11,-0.34,-0.00,0.03,1.05
46801,-1.83,-0.19,-0.61,0.00,0.03,1.04
46835,-1.80,-0.19,-0.69,-0.00,0.03,1.04
46868,-1.95,-0.15,-0.37,-0.00,0.03,1.05
46902,-1.94,-0.07,-0.40,-0.00,0.02,1.05
46936,-1.76,-0.19,-0.46,0.00,0.03,1.05
46968,-1.89,-0.22,-0.32,-0.00,0.03,1.05
47002,-1.91,-0.02,-0.39,0.00,0.02,1.05
47036,-1.92,-0.18,-0.36,0.01,0.03,1.06
47069,-1.89,-0.11,-0.35,-0.01,0.04,1.05
47102,-1.84,-0.34,-0.45,0.00,0.03,1.05
47136,-1.99,-0.22,-0.37,-0.00,0.03,1.05
47170,-2.03,-0.18,-0.43,0.00,0.03,1.05
47203,-1.89,-0.18,-0.31,-0.00,0.03,1.05
47237,-1.82,-0.08,-0.57,-0.00,0.03,1.05
47270,-1.84,0.02,-0.10,0.00,0.02,1.05
47303,-1.99,-0.18,-0.23,-0.00,0.03,1.05
47337,-1.76,-0.01,-0.41,0.00,0.03,1.04
47371,-1.90,-0.02,-0.34,-0.00,0.04,1.05
47404,-1.95,-0.16,-0.44,-0.00,0.03,1.05
47437,-1.97,-0.12,-0.34,-0.00,0.03,1.05
47471,-1.79,-0.11,-0.26,-0.01,0.03,1.05
47505,-2.00,-0.21,-0.41,0.00,0.03,1.04
47538,-1.85,-0.04,-0.45,-0.01,0.03,1.05
47571,-1.97,-0.09,-0.31,0.00,0.03,1.05
47605,-1.89,0.05,-0.44,-0.00,0.03,1.04
47638,-1.86,-0.12,-0.37,0.00,0.03,1.05
47672,-1.95,-0.16,-0.32,-0.00,0.03,1.05
47706,-1.92,-0.38,-0.38,0.00,0.04,1.05
47738,-1.84,-0.18,-0.47,0.00,0.03,1.05
47772,-1.95,-0.21,-0.40,0.00,0.03,1.05
47806,-1.95,-0.15,-0.53,0.00,0.03,1.05
47840,-1.95,-0.18,-0.20,-0.00,0.03,1.05
47873,-1.84,-0.10,-0.48,-0.00,0.04,1.05
47906,-1.95,-0.13,-0.38,-0.00,0.03,1.05
47940,-1.93,-0.17,-0.47,0.00,0.03,1.04
47973,-1.73,0.02,-0.31,0.00,0.03,1.05
48007,-1.82,-0.15,-0.47,-0.00,0.03,1.05
48040,-1.80,-0.11,-0.39,0.00,0.03,1.05
48073,-1.89,-0.28,-0.47,-0.00,0.03,1.05
48107,-1.90,-0.09,-0.30,-0.00,0.03,1.05
48141,-1.94,-0.20,-0.47,-0.00,0.03,1.04
48174,-1.86,-0.17,-0.31,-0.00,0.03,1.05
48207,-1.85,-0.18,-0.54,-0.00,0.03,1.05
48241,-1.75,0.03,-0.48,-0.00,0.03,1.04
48275,-2.08,-0.15,-0.30,-0.00,0.03,1.05
48308,-1.85,-0.21,-0.53,-0.00,0.03,1.04
48342,-1.89,-0.10,-0.30,0.00,0.03,1.05
48375,-1.82,-0.23,-0.46,0.00,0.03,1.04
48408,-1.78,-0.23,-0.37,0.00,0.03,1.06
48442,-1.80,-0.15,-0.26,-0.00,0.03,1.05
48476,-1.83,-0.08,-0.28,-0.00,0.03,1.05
48508,-1.76,-0.14,-0.36,-0.00,0.04,1.05
48542,-1.85,-0.21,-0.59,0.00,0.03,1.05
48576,-1.89,-0.30,-0.37,0.00,0.03,1.06
48610,-1.97,-0.20,-0.38,0.00,0.03,1.05
48643,-1.81,-0.20,-0.64,0.00,0.03,1.05
48676,-1.84,-0.22,-0.30,0.00,0.03,1.04
48710,-1.87,-0.03,-0.32,0.00,0.03,1.05
48743,-1.77,-0.09,-0.32,-0.00,0.03,1.05
48777,-1.84,-0.24,-0.37,0.00,0.03,1.04
48811,-1.95,-0.21,-0.36,0.00,0.03,1.05
48843,-1.91,-0.13,-0.53,-0.00,0.03,1.05
48877,-1.75,-0.05,-0.32,-0.01,0.03,1.06
48911,-1.83,-0.24,-0.31,-0.00,0.02,1.05
48945,-1.85,-0.03,-0.35,-0.01,0.03,1.05
48977,-1.81,-0.08,-0.36,0.00,0.03,1.05
49011,-1.86,-0.09,-0.50,0.00,0.03,1.04
49045,-1.91,-0.15,-0.34,-0.00,0.03,1.05
49078,-1.83,-0.12,-0.32,0.01,0.03,1.05
49112,-1.80,-0.18,-0.48,-0.00,0.03,1.06
49145,-1.86,0.02,-0.39,0.00,0.03,1.05
49178,-1.93,-0.05,-0.34,-0.01,0.03,1.05
49212,-1.82,-0.17,-0.37,-0.01,0.03,1.05
49246,-1.82,-0.10,-0.50,0.00,0.03,1.05
49280,-1.83,-0.25,-0.37,-0.00,0.03,1.05
49312,-1.89,-0.18,-0.40,0.00,0.02,1.05
49346,-1.70,0.04,-0.44,-0.00,0.03,1.05
49380,-1.75,-0.22,-0.73,-0.00,0.03,1.05
49413,-1.78,-0.11,-0.40,-0.00,0.03,1.05
49446,-1.95,-0.15,-0.43,-0.00,0.03,1.05
49480,-1.76,-0.01,-0.44,-0.00,0.03,1.05
49513,-1.60,-0.18,-0.18,-0.01,0.03,1.05
49547,-1.85,-0.16,-0.34,-0.00,0.03,1.05
49581,-1.95,-0.26,-0.44,-0.00,0.03,1.05
49614,-2.01,-0.23,-0.32,-0.00,0.04,1.05
49647,-1.95,-0.17,-0.43,0.00,0.03,1.05
49681,-1.79,-0.27,-0.52,-0.01,0.03,1.04
49715,-1.85,-0.20,-0.36,-0.00,0.03,1.05
49747,-2.01,-0.17,-0.44,-0.00,0.03,1.05
49781,-1.87,-0.27,-0.55,-0.00,0.03,1.04
49815,-1.98,-0.18,-0.60,-0.00,0.03,1.04
49848,-1.92,-0.11,-0.42,0.00,0.03,1.05
49882,-2.02,-0.01,-0.44,-0.00,0.03,1.05
49915,-1.84,-0.23,-0.24,-0.00,0.03,1.05
49949,-1.90,-0.12,-0.33,-0.00,0.03,1.04
49982,-1.91,-0.15,-0.40,0.00,0.03,1.05
50016,-1.85,-0.15,-0.43,-0.00,0.03,1.05
50050,-1.88,-0.31,-0.52,-0.00,0.03,1.05
50082,-1.92,-0.24,-0.56,-0.00,0.03,1.05
50116,-1.82,-0.07,-0.39,0.00,0.02,1.05
50150,-1.98,-0.03,-0.40,-0.01,0.03,1.05
50184,-1.90,0.11,-0.36,0.00,0.03,1.04
50216,-1.77,-0.24,-0.48,0.00,0.02,1.05
50250,-1.89,-0.21,-0.51,-0.00,0.03,1.04
50284,-1.83,-0.16,-0.50,0.00,0.03,1.05
50317,-1.88,-0.27,-0.31,-0.01,0.02,1.05
50351,-1.92,-0.17,-0.32,-0.00,0.04,1.05
50384,-1.97,-0.14,-0.34,-0.00,0.03,1.05
50417,-1.83,-0.16,-0.50,-0.01,0.03,1.05
50451,-1.90,-0.17,-0.50,0.00,0.03,1.04
50485,-1.85,-0.08,-0.29,-0.01,0.03,1.04
50519,-1.90,-0.14,-0.44,-0.00,0.03,1.05
50551,-1.85,-0.28,-0.27,-0.01,0.04,1.04
50585,-1.82,-0.15,-0.46,-0.00,0.03,1.04
50619,-2.02,-0.10,-0.46,-0.00,0.02,1.05
50652,-2.02,-0.04,-0.41,0.00,0.03,1.04
50685,-1.89,-0.17,-0.31,-0.00,0.03,1.04
50719,-1.90,-0.15,-0.31,0.00,0.03,1.05
50752,-1.89,-0.18,-0.34,0.00,0.03,1.04
50786,-1.92,-0.16,-0.36,-0.00,0.03,1.05
50820,-1.79,-0.25,-0.31,-0.00,0.03,1.05
50853,-1.78,-0.03,-0.37,-0.00,0.03,1.05
50886,-1.83,-0.05,-0.37,-0.00,0.03,1.05
50920,-1.97,-0.05,-0.46,0.00,0.03,1.05
50954,-1.87,-0.33,-0.39,-0.00,0.03,1.05
50987,-1.81,-0.13,-0.36,0.00,0.03,1.05
51020,-1.96,-0.31,-0.45,-0.01,0.04,1.05
51054,-1.86,-0.29,-0.21,-0.00,0.03,1.05
51087,-2.03,-0.20,-0.55,0.00,0.03,1.05
51121,-1.80,-0.13,-0.42,0.00,0.03,1.04
51154,-1.78,-0.21,-0.52,0.00,0.03,1.05
51188,-1.89,-0.17,-0.46,-0.00,0.03,1.05
51221,-1.83,-0.02,-0.47,-0.00,0.03,1.05
51255,-1.85,-0.20,-0.43,-0.00,0.03,1.04
51289,-1.80,-0.18,-0.56,0.00,0.03,1.05
51321,-1.91,-0.09,-0.23,-0.00,0.03,1.04
51355,-1.84,-0.20,-0.31,-0.00,0.03,1.05
51389,-1.92,-0.27,-0.27,-0.01,0.03,1.05
51422,-1.94,-0.21,-0.40,-0.00,0.04,1.04
51456,-2.06,-0.06,-0.31,0.00,0.04,1.05
51489,-1.76,-0.36,-0.32,-0.00,0.03,1.05
51523,-2.05,-0.27,-0.44,0.00,0.03,1.04
